EntryID,City,Country,Action type,Description,DateAnnounced,DateEnded,Status (if known),Comments,contact info (optional),Primary news source,Additional sources,Additional sources 2,Additional sources 3,Additional sources 4
788,Stuttgart,Germany,Other strategies: misc,Free access to bicycle navigation app,"April 8, 2020",,,,,https://www.stuttgart.de/item/show/273273/1/9/692258,,,,
789,"South Charleston, WV",USA,Dedicated public space to outdoor dining/retail,in sidewalks,"May 7, 2020",,temporary,,,https://wchstv.com/news/local/south-charleston-to-allow-businesses-to-use-sidewalk-space-for-outdoor-dining,,,,
790,"Somerville, MA",USA,Other strategies: misc,walk-up/bike-up COVID testing sites available,"April 27, 2020",,temporary,,,https://www.somervillema.gov/news/covid-19-update-42820-and-free-covid-19-testing-somerville,,,,
791,"Baltimore, MD",USA,Closed streets to motor vehicles,Closed streets in Lake Montebello area for exercise,"May 4, 2020",,temporary,,,https://mayor.baltimorecity.gov/news/press-releases/2020-05-05-mayor-bernard-c-%E2%80%9Cjack%E2%80%9D-young-department-transportation-department,,,,
792,"Austin, TX",USA,Other strategies: signal timing,shortened signal timing to improve travel time reliability (enabled by lower traffic volumes),"April 20, 2020",,,,,https://mailchi.mp/austintexas/austin-mobility-news-2020-04-20?e=db3d33f35b,,,,
793,London,England,Other strategies: bike share,free bike share for health care workers (up to 30min),"March 20, 2020",,,,,https://tfl.gov.uk/info-for/media/press-releases/2020/march/tfl-suspends-all-road-user-charging-schemes-to-help-critical-workers?intcmp=62502,,,,
794,Rotterdam,Netherlands,Other strategies: bike share,3000 new bikes/scooters deployed at transit hubs,"June 2, 2020",,,,,https://www.ret.nl/home/reizen/van-en-naar-de-halte/bereikbaar.html,,,,
795,"Kansas City, MO",USA,Other strategies: bike share,free bikeshare for health care workers & small business owners,"March 18, 2020",,,,,http://ridekcbike.com/2020/03/18/freerides/,,,,
796,Jinja,Uganda,Other strategies: one way walking,...and related strategies to improve flow of pedestrians through the central market,"May 1, 2020",,,,,https://www.transformative-mobility.org/campaigns/jinja-market-traffic-management-improvement-pilot,,,,
797,Porto,Portugal,Closed streets to motor vehicles,car free zones on 16 streets in downtown & historic districts,"June 8, 2020",,temporary; ended,,,http://www.porto.pt/noticias/find-out-how-porto-is-redesigning-urban-space-,,,,
798,"Pittsburgh, PA",USA,Filtered/banned non-local traffic ,"Residents can request partial closure of streets for conversion to ""neighborhood slow streets""","May 19, 2020",,,,,https://apps.pittsburghpa.gov/redtail/images/9552_Neighborhood_Slow_Streets_Guidelines_5_19_20.pdf,,,,
799,"Pensacola, FL",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",a section of 1 street closed on Sundays in May/June for outdoor dining,"May 21, 2020",,temporary,,,https://www.cityofpensacola.com/CivicSend/ViewMessage/Message/113251,,,,
800,"Orlando, FL",USA,Dedicated public space to outdoor dining/retail,mostly sidewalks,"May 4, 2020",,,,,https://www.orlando.gov/News/Press-Releases/2020-Press-Releases/Orlando-Mayor-Buddy-Dyer-Announces-Proposed-Changes-to-Further-Help-Businesses-Open-and-Operate-Safely-in-the-City-of-Orlando-Release,,,,
801,"Chattanooga, TN",USA,Other strategies: bike share,free annual bikeshare membership for frontline workers,"April 9, 2020","May 31, 2020",temporary; ended May 31,,,https://bikechattanooga.com/frontline-workforce-membership/,,,,
802,Hillingdon,England,Other strategies: bike share,free bike share for essential workers,"April 6, 2020",,temporary but keeps getting extended,,,https://www.nextbike.co.uk/en/news/free-bike-hire-for-hillingdons-nhs-workers/,,,,
803,Prague,Czech Republic,Closed streets to motor vehicles,Smetanovo nábřeží closed to car traffic at least until end of summer for walking/bicycling,"May 20, 2020",,temporary,,,https://www.praha.eu/jnp/en/monthly_news/cars_on_smetanovo_embankment_to_be.html,,,,
804,Prague,Czech Republic,Dedicated public space to outdoor dining/retail,Smetanovo nábřeží closed to car traffic at least until end of summer; can be used for outdoor dining space,"May 20, 2020",,temporary,,,https://www.praha.eu/jnp/en/monthly_news/cars_on_smetanovo_embankment_to_be.html,,,,
805,San Borja,Peru,Reallocated outer lane/curb space,53km of new bike lanes to help lessen use of transit,"June 9, 2020",,permanent,,,http://www.munisanborja.gob.pe/2020/06/09/san-borja-implementa-red-de-53-km-de-ciclovias-para-evitar-uso-masivo-del-transporte-publico/,,,,
806,"New Orleans, LA",USA,Dedicated public space to outdoor dining/retail,restaurants can expand into sidewalks & off-street parking,"May 17, 2020",,"temporary, through end of September",,,https://www.nola.gov/onestop/business/occupational-general-business/sidewalk-use-permit/?utm_campaign=City_of_New_Orleans&utm_content=&utm_medium=email&utm_source=govdelivery&utm_term=,,,,
807,London,England,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",Timed closures on multiple streets to enable outdoor dining,"July 6, 2020",,,,,https://twitter.com/PGSMurray/status/1278278071808909312,,,,
808,North Tyneside,England,Reallocated outer lane/curb space,"pop up bike lane marked out with cones; first noticed here July 4, 2020",,,temporary,,,https://twitter.com/GADHurst/status/1279367368221822977,,,,
809,"Ann Arbor, MI",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",street closures for outdoor dining on weekends,"June 12, 2020","August 23, 2020",temporary; until aug 23,,,https://www.clickondetroit.com/news/local/2020/06/12/these-4-metro-detroit-cities-are-closing-streets-to-give-restaurants-more-outdoor-dining-space/,https://www.clickondetroit.com/all-about-ann-arbor/2020/06/12/downtown-ann-arbor-street-closures-to-begin-friday/,,,
810,Seville,Spain,Reallocated outer lane/curb space,"new bike path and sidewalk upgrades along Ave Fedriani, 1.3km. one motor vehicle lane removed","June 1, 2020",,,,,https://sevilla.abc.es/sevilla/sevi-nuevo-tramo-13-kilometros-carril-bici-avenida-doctor-fedriani-sevilla-202007051249_noticia.html,,,,
811,"Traverse City, MI",USA,"Closed streets to motor vehicles,Dedicated public space to outdoor dining/retail","one street will be closed to motor vehicles, open to walking & outdoor dining","June 15, 2020",,,,,https://www.record-eagle.com/news/local_news/pedestrian-street-change-starts-thursday/article_83962cfa-af3c-11ea-87d5-13e887fe1520.html,,,,
813,"Kalamazoo, MI",USA,Closed streets to motor vehicles,Kalamazoo Mall will be closed to motor vehicles on Fridays through September to support recovery of downtown businesses,"June 18, 2020",,,,,https://abc7.com/open-streets-long-beach-dine-in-restaurants-for-outdoor-dining/6255070/,,,,
814,"Annapolis, MD",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",streets in 4 areas of central Annapolis closed to motor vehicles every evening for outdoor dining for the forseeable future,"June 3, 2020",,,,,https://www.washingtonpost.com/goingoutguide/to-expand-dining-options-restaurants-take-to-the-streets/2020/06/24/fb8ac7b6-b617-11ea-aca5-ebb63d27e1ff_story.html,,,,
815,"Alexandria, VA",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles,Reallocated outer lane/curb space",Restaurants are allowed to expand into King Street (which is closed) and parking spots for outdoor dining,"May 30, 2020",,,,,https://www.washingtonpost.com/goingoutguide/to-expand-dining-options-restaurants-take-to-the-streets/2020/06/24/fb8ac7b6-b617-11ea-aca5-ebb63d27e1ff_story.html,,,,
817,"Park City, UT",USA,Closed streets to motor vehicles,2 sections of Main St closed to motor vehicles on Sundays,"June 13, 2020",,temporary,,,https://www.parkrecord.com/news/park-city-turns-main-street-into-a-pedestrian-zone-on-sunday/,,,,
818,"Hamilton, ONT",Canada,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space",Restaurants expanding into on- and off-street parking for outdoor dining,"May 13, 2020",,,,,https://twitter.com/JasonThorne_RPP/status/1280606971943686146/photo/4,https://www.hamilton.ca/starting-small-business/outdoor-dining-districts,,,
819,Vancouver BC,Canada,Reduced speed limits,piloting 30kmh speed limit on local streets,"July 7, 2020",,,,,https://www.hamilton.ca/starting-small-business/outdoor-dining-districts,,,,
820,"Santa Clara County, CA",USA,Dedicated public space to outdoor dining/retail,,"July 7, 2020",,,,,,,,,
821,"Towson, MD",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",weekend closures on Pennsylvania Ave for outdoor dining,"June 10, 2020",,temporary,,,https://www.bizjournals.com/baltimore/news/2020/06/10/towson-among-first-shut-down-street-outdoor-dining.html,,,,
822,"Baltimore, MD",USA,Dedicated public space to outdoor dining/retail,APPROVED; implementation questions remain,"June 12, 2020",,,,,,,,,
823,"Morro Bay, CA",USA,Dedicated public space to outdoor dining/retail,retail & dining can move into sidewalk space,"June 10, 2020",,,,,https://www.sanluisobispo.com/news/local/article243427386.html,,,,
824,"Lancaster, PA",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",some streets closed on certain days to allow for outdoor dining,"June 19, 2020",,,,,https://www.wgal.com/article/lancaster-closes-streets-for-outdoor-dining-areas/32917299#,,,,
825,"Mechanicsburg, PA",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",daily road closure of a section of Railroad aVe for outdoor dining,"June 5, 2020",,,,,https://www.wgal.com/article/mechanicsburg-closes-railroad-avenue-for-outdoor-dining-area/32780983,,,,
826,"Cambridge, MA",USA,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space",on-street parking & curb space reallocated to outdoor dining in multiple areas,"June 22, 2020",,,,,https://www.cambridgema.gov/covid19/News/2020/06/cityofcambridgeannouncesstreetchangestoincreaseoutdoordiningoptions,,,,
827,London,USA,Other strategies: bicycle parking,Converted onstreet car parking to bike parking in the financial district,"July 10, 2020",,Permanent,,,https://www.forbes.com/sites/carltonreid/2020/07/10/city-of-london-to-convert-car-parking-bays-into-bicycle-corrals/,,,,
828,"Providence, RI",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",section of one street closed Fri/Sat evenings for outdoor dining,"June 11, 2020",,,,,https://www.wpri.com/news/local-news/providence/dining-in-the-streets-federal-hill-restaurants-to-take-part-in-new-initiative/,,,,
829,New York City,USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",NYC's 'Open Streets' now incorporates 'Open Dining' in some locations,"July 2, 2020",,,,,https://qns.com/story/2020/07/02/baysides-bell-boulevard-to-expand-outdoor-dining-starting-this-weekend/,,,,
830,"Colorado Springs, CO",USA,Dedicated public space to outdoor dining/retail,restaurants can expand into sidewalks,"June 20, 2020",,,,,https://www.csindy.com/SideDish/archives/2020/06/18/dine-out-downtown-launches-june-20-with-a-beta-test-of-on-street-dining,,,,
831,"Edgartown, MA",USA,Dedicated public space to outdoor dining/retail,restaurants can use sidewalk space for outdoor dining,"June 9, 2020",,,,,https://vineyardgazette.com/news/2020/06/09/edgartown-adopts-policy-outdoor-dining-downtown-summer,,,,
832,"Chesterfield County, VA",USA,Dedicated public space to outdoor dining/retail,restaurants can use sidewalks for outdoor dining,"May 15, 2020",,,,,https://richmondbizsense.com/2020/06/09/local-restaurants-improvise-with-loosened-outdoor-seating-rules/,,,,
833,Massachusetts,USA,Other strategies: misc,"state is allocating up to $5mil to help cities fix up sidewalks, streets, & parking lots to better support outdoor dinining","June 11, 2020",,,,,https://www.masslive.com/coronavirus/2020/06/massachusetts-to-launch-5-million-grant-program-to-help-communities-fix-streets-parking-lots-as-restaurants-shift-focus-to-outdoor-dining.html,,,,
834,"East Lansing, MI",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",Albert Avenue closed to motor vehicles until mid August; restaurants can use the space for outdoor dining,"June 12, 2020",,temporary,,,https://www.lansingstatejournal.com/story/news/2020/06/12/outdoor-area-opens-east-lansing-allow-dining-distance/3175018001/,,,,
835,"Fairfax, VA",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",on-street parking converted to outdoor dining,"July 1, 2020",,temporary,,,https://wtop.com/business-finance/2020/07/fairfax-citys-main-street-becomes-outdoor-dining/,,,,
836,"Toledo, OH",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",some sections of downtown streets closed fri/sat for outdoor dining,"June 13, 2020",,,,,https://www.13abc.com/content/news/Toledo-streets-closed-for-outdoor-dining-571245061.html,,,,
837,"Los Altos, CA",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles","some streets closed thu/sun for outdoor dining, retail","June 9, 2020",,,,,https://www.losaltosonline.com/news/sections/news/297-news-features/62662-los-altos-mtn-view-ok-street-closures-for-outdoor-dining,,,,
838,"Mountain View, CA",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",some streets closed thu/sun for outdoor dining & retail,"June 9, 2020",,,,,https://www.losaltosonline.com/news/sections/news/297-news-features/62662-los-altos-mtn-view-ok-street-closures-for-outdoor-dining,,,,
839,"Brighton, MI",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",street closings for outdoor dining,"June 12, 2020",,,,,https://www.clickondetroit.com/news/local/2020/06/12/these-4-metro-detroit-cities-are-closing-streets-to-give-restaurants-more-outdoor-dining-space/,,,,
840,"Northville, MI",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",street closings for outdoor dining,"June 12, 2020",,temporary,,,https://www.clickondetroit.com/news/local/2020/06/12/these-4-metro-detroit-cities-are-closing-streets-to-give-restaurants-more-outdoor-dining-space/,,,,
841,"Plymouth, MI",USA,"Dedicated public space to outdoor dining/retail,Reallocated outer lane/curb space",on-street parking spaces can be used for oudoor dining,"June 12, 2020",,temporary,,,https://www.clickondetroit.com/news/local/2020/06/12/these-4-metro-detroit-cities-are-closing-streets-to-give-restaurants-more-outdoor-dining-space/,,,,
842,"Denver, CO",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",some streets closed for outdoor dining; restaurants in other areas are expanding into parking lots,"June 22, 2020",,temporary,,,https://theknow.denverpost.com/2020/06/22/denver-restaurants-patios-streets-closed-outdoor-dining/240930/,,,,
843,"Danville,, CA",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",24/7 street closuresto support outdoor dining on several downtown streets. ,"July 1, 2020",,temporary; prob. 3 months,,,https://www.danvillesanramon.com/news/2020/06/09/danville-town-council-approves-downtown-street-closures-for-outdoor-dining,,,,
844,"Ballston Spa, NY",USA,"Dedicated public space to outdoor dining/retail,Closed streets to motor vehicles",1 section of Front St closed thur-sat for outdoor dining,"June 13, 2020",,,,,https://dailygazette.com/article/2020/06/13/ballston-spa-closing-part-of-front-street-for-outdoor-dining,,,,
