UID,Country,Country.region,City,Date.announced,Date.started,Date.ended,End.circumstance,Description,Initiative.name,Primary.type,Action,Function,Application,Category,Space,Time,Intensity,Scale,Infrastructure.affected,Management,Length.km,Trigger,Policy,Selection.process,Anticipated.longevity,Purpose,Strategy,Budget,Approach,Sector.type,Sources,Comments,Public.engagement,Verified.local,Date.verified,Corrected,Date.corrected,Verifier.role,Contact.info,Lessons.learned,Corrections,Perception,Mode.type,Modes,Modes.other,Partners,Governments,For.profits,Non.profits,World.region,Country.code,Country.region.code,TC.CP.2021,,,,,,OriginalUID,OriginalID,all.IDs
971,Peru,,San Borja,6/9/2020,6/9/2020,,,TC: 53km of new bike lanes to help lessen use of transit. MW: The municipality of San Borja is adding 53 kilometers of new bicycle lanes to create a new mobility system. The new bike lanes are meant to encourage people to choose cycling more often as an alternative to public transit.. ML: NA,New bicycle lanes,Curb space reallocation,Reallocated outer lane/curb space,street space for ped/bike,traffic lanes: pedbike,Physical,1+ travel lanes,All day every day,100% banning of cars,entire city,Road space (includes bridges),Permanent infrastructure,,Opening up after lockdown,New action,Arbitrary,Unknown,Moving people,Change of use,,Modifications to or reallocation of public infrastructure,unknown,"http://www.munisanborja.gob.pe/2020/06/09/san-borja-implementa-red-de-53-km-de-ciclovias-para-evitar-uso-masivo-del-transporte-publico/ , http://www.munisanborja.gob.pe/2020/06/09/san-borja-implementa-red-de-53-km-de-ciclovias-para-evitar-uso-masivo-del-transporte-publico/",,,,,,,,,,,,Public space,,,Municipality of San Borja,1,,,Latin America & Caribbean,PE,0,1,,,,,,1059,MW161,"MW161, TC805"
972,United States,Maryland,Bethesda,6/10/2020,,,,TC: closing several streets 11 hours/day for outdoor dining. MW: NA. ML: NA,,Full street closures,"Dedicated public space to outdoor dining,Closed streets to motor vehicles",street space for commerce,full street: commerce,Physical,Entire Roadway,Specific hours during daytime,100% banning of cars,one or more neighborhoods,Road space (includes bridges),Temporary barriers,,Opening up after lockdown,New action,Arbitrary,Temporary,Economic recovery,Change of use,,N/A,unknown,https://www2.montgomerycountymd.gov/mcgportalapps/Press_Detail.aspx?Item_ID=25421,implemented by Montgomery County DOT,,,,,,,,,,,,,,0,,,,North America,US,LR-MY,1,,,,,,1060,TC697,TC697
973,United States,North Carolina,Chapel Hill,6/10/2020,,,,TC: Council passed an ordinance that will allow parking spaces in non-downtown areas to be used for outdoor dining; envisioned for parking lot use and has been implemented in some areas.,,Reallocation of non-street space,Dedicated public space to outdoor dining,other commerce supports,non-street: commerce,Operational,Private,unknown,N/A,one or more streets,N/A,Temporary barriers,,Opening up after lockdown,New action,Input or request from community,Indefinite,Economic recovery,Change of use,,Modifications to or reallocation of public infrastructure,Public-private action,https://chapelboro.com/news/local-government/chapel-hill-plans-to-increase-business-capacity-downtown-by-closing-section-of-franklin-street,,,yes,9/9/2020,,,Local staff,,,,,,,,Chapel Hill Town Council,1,,,North America,US,US-NC,1,,,,,,1061,TC668,TC668
974,United States,Illinois,Chicago,5/27/2020,6/10/2020,,,"TC: NA. MW: Restaurants will face some of the toughest new restrictions during staged reopening during the COVID-19 pandemic, with dining in relegated only to areas deemed outdoors, including spots where large doors or windows can be pulled open with tables set inside near the openings. Commissioner Rosa Escareno of the Department of Business Affairs and Consumer Protection urged restaurateurs to apply for the city’s existing sidewalk cafe permits. For many of the city’s thousands of restaurants, qualifying for a permit to host patio seating will be the only way to legally serve dine-in customers under the new rules. The city is working on a temporary, more streamlined process to ensure restaurants have the proper permits they need to operate outdoors under phase three of the reopening.. ML: NA","Mayor Lori Lightfoot’s administration outlines Chicago’s rules for outdoor dining, office capacity under next phase of city’s COVID-19 reopening",Reallocation of non-street space,Dedicated public space to outdoor dining,other commerce supports,non-street: commerce,Operational,unknown,Only weekends,N/A,one or more streets,Road space (includes bridges),unknown,,Opening up after lockdown,New action,unknown,Temporary,Economic recovery,Change of use,,Modifications to or reallocation of public infrastructure,unknown,"https://www.chicago.gov/city/en/sites/covid-19/home/reopening-business-portal.html , https://www.chicagotribune.com/business/transportation/ct-biz-biagi-open-streets-bikes-scooters-20200618-2sradzmoevbzvedqupbwailhuy-story.html , https://www.chicagotribune.com/coronavirus/ct-coronavirus-lakeview-outdoor-dining-closed-streets-chicago-0612-20200612-4wogv2r2q5ba3it6sj7tvukvue-story.html , https://www.chicagotribune.com/coronavirus/ct-coronavirus-cb-restaurant-outdoor-dining-street-closures-20200610-6j7xso4fezhnnhgjvzyilunk3u-story.html",,,,,,,,,,,,Public space,Bus,,City of Chicago Department of Business Affairs and Consumer Protection,1,,,North America,US,US-IL,1,,,,,,1062,ML064,"ML064, MW319, TC694"
975,United States,California,Morro Bay,6/10/2020,,,,TC: retail & dining can move into sidewalk space. MW: NA. ML: NA,,Reallocation of non-street space,Dedicated public space to outdoor dining,other commerce supports,sidewalk: commerce,Physical,Sidewalk,All day every day,N/A,one or more streets,Sidewalk,Temporary barriers,,Opening up after lockdown,New action,Input or request from community,Unknown,Economic recovery,Change of use,,N/A,unknown,https://www.sanluisobispo.com/news/local/article243427386.html,,,,,,,,,,,,,,,0,,,,North America,US,US-CA,1,,,,,,1064,TC823,TC823
976,Honduras,,Tegucigalpa,6/10/2020,,,,TC: bike lane being installed in historic city center. MW: NA. ML: NA,,Curb space reallocation,Reallocated outer lane/curb space,street space for ped/bike,curb space: pedbike,Physical,Curb,All day every day,100% banning of cars,one or more streets,Road space (includes bridges),Temporary barriers,,Strategic response (to fast-track previous policies),New action,Based on previous studies,Unknown,Moving people,Change of use,,N/A,unknown,https://tiempo.hn/amdc-habilitara-ciclovia-casco-historico-tegucigalpa/,,,,,,,,,,,,,,,0,,,,Latin America & Caribbean,HN,,1,,,,,,1065,TC670,TC670
977,United States,Maryland,Towson,6/10/2020,,,,TC: weekend closures on Pennsylvania Ave for outdoor dining. MW: NA. ML: NA,,Full street closures,"Dedicated public space to outdoor dining,Closed streets to motor vehicles",street space for commerce,full street: commerce,Physical,Entire Roadway,Only weekends,100% banning of cars,one or more streets,Road space (includes bridges),Temporary barriers,,Reactive response (to higher contagion),New action,Based on previous studies,Temporary,Economic recovery,Change of use,,N/A,unknown,https://www.bizjournals.com/baltimore/news/2020/06/10/towson-among-first-shut-down-street-outdoor-dining.html,,,,,,,,,,,,,,,0,,,,North America,US,LR-MY,1,,,,,,1066,TC821,TC821
978,United States,Massachusetts,statewide,6/11/2020,, 10/6/2020,Planned expiration,"TC: state is allocating up to $5mil to help cities fix up sidewalks, streets, & parking lots to better support outdoor dinining. MW: NA. ML: NA",,"Legal, policy, enforcement, funding changes",Other strategies: new funding streams for ped/bike,influence planning,new $ for pedbike,Financial,N/A,N/A,N/A,State,N/A,N/A,,Reactive response (to higher contagion),New action,Input or request from community,Temporary,Other,Other,10200000,Financing,Public sector action,https://www.masslive.com/coronavirus/2020/06/massachusetts-to-launch-5-million-grant-program-to-help-communities-fix-streets-parking-lots-as-restaurants-shift-focus-to-outdoor-dining.html,$10.2mil to fund 124 projects in 103 municipalities: https://www.mass.gov/news/massdot-announces-over-1-million-in-final-grant-round-of-shared-streets-spaces-program,,,,,,,,,,,N/A,N/A,,0,,,,North America,US,,1,,,,,,1067,TC833,TC833
979,United States,Pennsylvania,Pittsburgh,6/11/2020,,,,"TC: Effective June 11, 2020 the loop around Highland Park reservoir is closed to motor vehicles.. MW: NA. ML: NA",,Full street closures,Closed streets to motor vehicles,street space for ped/bike,full street: pedbike,Physical,Entire Roadway,All day every day,100% banning of cars,one or more streets,Road space (includes bridges),Temporary barriers,,Opening up after lockdown,New action,Arbitrary,Indefinite,Public health,Change of use,,N/A,unknown,https://pittsburghpa.gov/press-releases/press-releases/4040,Update to UID 642,,,,,,,,,,,,,,0,,,,North America,US,US-PA,1,,,,,,1068,TC676,TC676
980,United States,Rhode Island,Providence,6/11/2020,,,,TC: section of one street closed Fri/Sat evenings for outdoor dining. MW: NA. ML: NA,,Full street closures,"Dedicated public space to outdoor dining,Closed streets to motor vehicles",street space for commerce,full street: commerce,Physical,Entire Roadway,Only weekends,100% banning of cars,one or more streets,Road space (includes bridges),Temporary barriers,,Opening up after lockdown,New action,Input or request from community,Unknown,Economic recovery,Change of use,,N/A,unknown,https://www.wpri.com/news/local-news/providence/dining-in-the-streets-federal-hill-restaurants-to-take-part-in-new-initiative/,,,,,,,,,,,,,,,0,,,,North America,US,US-RI,1,,,,,,1069,TC828,TC828
981,United States,Michigan,Ann Arbor,6/12/2020,, 7/23/2020,,TC: street closures for outdoor dining on weekends. MW: NA. ML: NA,,Full street closures,"Dedicated public space to outdoor dining,Closed streets to motor vehicles",street space for commerce,full street: commerce,Physical,Entire Roadway,All day every day,100% banning of cars,one or more streets,Road space (includes bridges),Temporary barriers,,Opening up after lockdown,New action,Arbitrary,Temporary,Economic recovery,Change of use,,N/A,unknown,"https://www.clickondetroit.com/news/local/2020/06/12/these-4-metro-detroit-cities-are-closing-streets-to-give-restaurants-more-outdoor-dining-space/ , https://www.clickondetroit.com/all-about-ann-arbor/2020/06/12/downtown-ann-arbor-street-closures-to-begin-friday/",,,,,,,,,,,,,,,0,,,,North America,US,US-MI,1,,,,,,1070,TC809,TC809
982,United States,Maryland,Baltimore,6/12/2020,,,,TC: APPROVED; implementation questions remain. MW: NA. ML: NA,,Reallocation of non-street space,Dedicated public space to outdoor dining,other commerce supports,non-street: commerce,Operational,Sidewalk,unknown,N/A,unknown,Road space (includes bridges),Temporary barriers,,Opening up after lockdown,unknown,Arbitrary,Unknown,Economic recovery,Change of use,,N/A,unknown,NA,,,,,,,,,,,,,,,0,,,,North America,US,LR-MY,1,,,,,,1071,TC822,TC822
983,United States,Michigan,Brighton,6/12/2020,,,,TC: street closings for outdoor dining. MW: NA. ML: NA,,Full street closures,"Dedicated public space to outdoor dining,Closed streets to motor vehicles",street space for commerce,full street: commerce,Physical,Entire Roadway,All day every day,100% banning of cars,one or more streets,Road space (includes bridges),Temporary barriers,,Opening up after lockdown,New action,Arbitrary,Unknown,Economic recovery,Change of use,,N/A,unknown,https://www.clickondetroit.com/news/local/2020/06/12/these-4-metro-detroit-cities-are-closing-streets-to-give-restaurants-more-outdoor-dining-space/,,,,,,,,,,,,,,,0,,,,North America,US,US-MI,1,,,,,,1072,TC839,TC839
984,United States,Michigan,East Lansing,6/12/2020,,,,TC: Albert Avenue closed to motor vehicles until mid August; restaurants can use the space for outdoor dining. MW: NA. ML: NA,,Full street closures,"Dedicated public space to outdoor dining,Closed streets to motor vehicles",street space for commerce,full street: commerce,Physical,Entire Roadway,All day every day,100% banning of cars,one or more streets,Road space (includes bridges),Temporary barriers,,Opening up after lockdown,New action,Input or request from community,Temporary,Economic recovery,Change of use,,N/A,unknown,https://www.lansingstatejournal.com/story/news/2020/06/12/outdoor-area-opens-east-lansing-allow-dining-distance/3175018001/,,,,,,,,,,,,,,,0,,,,North America,US,US-MI,1,,,,,,1073,TC834,TC834
985,United Kingdom,England,Hackney,6/12/2020,,,,TC: SCHOOL STREETS: streets closed to motor vehicles at opening & closing times at 40 schools to aid physical distancing among students walking/biking to school. MW: NA. ML: NA,,Full street closures,Closed streets to motor vehicles,street space for ped/bike,full street: pedbike,Physical,Entire Roadway,Specific hours during daytime,100% banning of cars,one or more streets,Road space (includes bridges),Temporary barriers,,Opening up after lockdown,New action,Input or request from community,Unknown,Public health,Change of use,,N/A,unknown,https://news.hackney.gov.uk/traffic-to-be-banned-outside-40-schools-as-part-of-emergency-plan/,,,,,,,,,,,,,,,0,,,,Europe & Central Asia,GB,0,1,,,,,,1074,TC675,TC675
986,United States,Arkansas,Little Rock,6/12/2020,6/12/2020,,,TC: Restaurants able to set up outdoor dining tables in a parking lot. MW: NA. ML: NA,,Reallocation of non-street space,Dedicated public space to outdoor dining,other commerce supports,non-street: commerce,Operational,"Other (parks, plazas)",All day every day,N/A,one or more streets,,Temporary barriers,,Opening up after lockdown,New action,unknown,Temporary,Economic recovery,Change of use,,Modifications to or reallocation of public infrastructure,unknown,https://www.facebook.com/groups/132025643554643/permalink/2997537657003413/,,,,,,,,,,,,,,,0,,,,North America,US,US-AR,1,,,,,,1075,TC868,TC868
987,United States,Michigan,Northville,6/12/2020,,,,TC: street closings for outdoor dining. MW: NA. ML: NA,,Full street closures,"Dedicated public space to outdoor dining,Closed streets to motor vehicles",street space for commerce,full street: commerce,Physical,Entire Roadway,Only weekends,100% banning of cars,one or more streets,Road space (includes bridges),Temporary barriers,,Opening up after lockdown,New action,Input or request from community,Temporary,Economic recovery,Change of use,,N/A,unknown,https://www.clickondetroit.com/news/local/2020/06/12/these-4-metro-detroit-cities-are-closing-streets-to-give-restaurants-more-outdoor-dining-space/,,,,,,,,,,,,,,,0,,,,North America,US,US-MI,1,,,,,,1076,TC840,TC840
988,United States,Michigan,Plymouth,6/12/2020,,,,TC: on-street parking spaces can be used for oudoor dining. MW: NA. ML: NA,,Curb space reallocation,"Dedicated public space to outdoor dining,Reallocated outer lane/curb space",street space for commerce,parking lane: commerce,Physical,Parking lane,unknown,100% banning of cars,entire city,,unknown,,Opening up after lockdown,New action,Based on demand,Temporary,Economic recovery,Change of use,,N/A,unknown,https://www.clickondetroit.com/news/local/2020/06/12/these-4-metro-detroit-cities-are-closing-streets-to-give-restaurants-more-outdoor-dining-space/,,,,,,,,,,,,,,,0,,,,North America,US,US-MI,1,,,,,,1077,TC841,TC841
